issue_id,case_id,candidate_id,issue_type,severity,message,publication_number,raw_row_number
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:9743635b74,case_01_pan_graphitization,case_01_pan_graphitization:lc:9743635b74,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:5749dc26f5,CN112458571A,664
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:8e990bb6f1,case_01_pan_graphitization,case_01_pan_graphitization:lc:8e990bb6f1,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:9dbe5214da,CN112760752A,668
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:18c08a901d,case_01_pan_graphitization,case_01_pan_graphitization:lc:18c08a901d,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:ca478c42d8,CN112952132A,670
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:da47ef5932,case_01_pan_graphitization,case_01_pan_graphitization:lc:da47ef5932,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:c97303b326,CN113417032A,672
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:2677d5eb95,case_01_pan_graphitization,case_01_pan_graphitization:lc:2677d5eb95,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:5ecdb40b88,CN113417033A,673
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:c0240a68b4,case_01_pan_graphitization,case_01_pan_graphitization:lc:c0240a68b4,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:419a55b975,CN113470990A,674
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:23bedd965c,case_01_pan_graphitization,case_01_pan_graphitization:lc:23bedd965c,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:cbc97ddd49,CN113563091A,675
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:91066d6462,case_01_pan_graphitization,case_01_pan_graphitization:lc:91066d6462,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:af5f7fc6fb,CN113862811A,676
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:04880a7745,case_01_pan_graphitization,case_01_pan_graphitization:lc:04880a7745,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:c17d0eebba,CN113871212A,677
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:2726a68079,case_01_pan_graphitization,case_01_pan_graphitization:lc:2726a68079,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:9804244ea6,WO2021232561A1,680
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:80bda91a9c,case_01_pan_graphitization,case_01_pan_graphitization:lc:80bda91a9c,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:61d8fea4df,CN107740206B,682
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:61e0a99f2b,case_01_pan_graphitization,case_01_pan_graphitization:lc:61e0a99f2b,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:276af22d79,CN109881280B,688
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:54148cda7d,case_01_pan_graphitization,case_01_pan_graphitization:lc:54148cda7d,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:58c0f8cd0e,CN110656403A,690
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:568b25dca0,case_01_pan_graphitization,case_01_pan_graphitization:lc:568b25dca0,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:b01d872342,CN110660985A,691
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:e3fcc492f4,case_01_pan_graphitization,case_01_pan_graphitization:lc:e3fcc492f4,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:8c80b4623c,CN110820323A,692
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:c3da79c452,case_01_pan_graphitization,case_01_pan_graphitization:lc:c3da79c452,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:3a6f628e33,CN111088543A,697
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:41a52d41ad,case_01_pan_graphitization,case_01_pan_graphitization:lc:41a52d41ad,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:e548339a15,CN111088558A,699
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:245dee6ee5,case_01_pan_graphitization,case_01_pan_graphitization:lc:245dee6ee5,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:b7c9569387,CN111088561A,701
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:40c3dd293f,case_01_pan_graphitization,case_01_pan_graphitization:lc:40c3dd293f,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:44d62cae60,CN111092203A,702
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:9de59049d9,case_01_pan_graphitization,case_01_pan_graphitization:lc:9de59049d9,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:8b9f30f69c,CN111100231A,703
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:f14273d187,case_01_pan_graphitization,case_01_pan_graphitization:lc:f14273d187,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:cd2d44c833,CN111101240A,704
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:31392eb023,case_01_pan_graphitization,case_01_pan_graphitization:lc:31392eb023,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:535acf52cf,CN111235698A,705
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:2cbde358e0,case_01_pan_graphitization,case_01_pan_graphitization:lc:2cbde358e0,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:ee7587b372,CN111254521A,706
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:aa11871835,case_01_pan_graphitization,case_01_pan_graphitization:lc:aa11871835,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:553792e2a6,CN111285949A,707
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:f7231862ff,case_01_pan_graphitization,case_01_pan_graphitization:lc:f7231862ff,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:d2b2f966b6,CN111344445A,709
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:2739bae557,case_01_pan_graphitization,case_01_pan_graphitization:lc:2739bae557,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:1c46b4e82e,CN111455499A,710
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:0e5c13be8b,case_01_pan_graphitization,case_01_pan_graphitization:lc:0e5c13be8b,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:3f12e61d13,CN111477895A,711
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:451a409d38,case_01_pan_graphitization,case_01_pan_graphitization:lc:451a409d38,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:9804244ea6,CN111575052A,712
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:1ef57658df,case_01_pan_graphitization,case_01_pan_graphitization:lc:1ef57658df,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:7496409d25,CN111691012B,714
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:597a1b31ce,case_01_pan_graphitization,case_01_pan_graphitization:lc:597a1b31ce,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:5d65c29599,CN111788341A,715
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:8be473643a,case_01_pan_graphitization,case_01_pan_graphitization:lc:8be473643a,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:1762f3008d,CN111801450A,716
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:bffddf66c7,case_01_pan_graphitization,case_01_pan_graphitization:lc:bffddf66c7,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:61d8fea4df,CN111979612A,718
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:875ce5a989,case_01_pan_graphitization,case_01_pan_graphitization:lc:875ce5a989,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:16c117b87d,CN112011748A,719
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:055490ce1c,case_01_pan_graphitization,case_01_pan_graphitization:lc:055490ce1c,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:d2b2f966b6,EP3695035A1,720
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:47d8b4410a,case_01_pan_graphitization,case_01_pan_graphitization:lc:47d8b4410a,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:5d65c29599,JP2020153051A,723
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:e758ef6af8,case_01_pan_graphitization,case_01_pan_graphitization:lc:e758ef6af8,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:d7370fb6cd,CN109112826A,727
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:aad335e4f7,case_01_pan_graphitization,case_01_pan_graphitization:lc:aad335e4f7,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:b425842b40,CN109505037A,731
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:2c544fabba,case_01_pan_graphitization,case_01_pan_graphitization:lc:2c544fabba,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:5a83fd7c7d,CN109671957A,735
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:e130ad75fc,case_01_pan_graphitization,case_01_pan_graphitization:lc:e130ad75fc,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:57a49818b7,CN110168154A,739
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:b1c666644c,case_01_pan_graphitization,case_01_pan_graphitization:lc:b1c666644c,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:65481cb8e8,CN110205709A,740
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:0932fec275,case_01_pan_graphitization,case_01_pan_graphitization:lc:0932fec275,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:d46ef2e2b5,CN110616493A,741
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:a9bcaf66bc,case_01_pan_graphitization,case_01_pan_graphitization:lc:a9bcaf66bc,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:57a49818b7,EP3540101A1,742
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:d483f0261d,case_01_pan_graphitization,case_01_pan_graphitization:lc:d483f0261d,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:d2b2f966b6,WO2019071286A1,744
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:676296a2a1,case_01_pan_graphitization,case_01_pan_graphitization:lc:676296a2a1,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:1762f3008d,WO2019172246A1,745
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:35e7b24ffa,case_01_pan_graphitization,case_01_pan_graphitization:lc:35e7b24ffa,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:5d65c29599,WO2019172247A1,746
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:bac2387c2b,case_01_pan_graphitization,case_01_pan_graphitization:lc:bac2387c2b,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:61d8fea4df,CN107740206A,752
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:da0599371e,case_01_pan_graphitization,case_01_pan_graphitization:lc:da0599371e,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:2e347113ec,CN107881599A,754
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:cde7a2309f,case_01_pan_graphitization,case_01_pan_graphitization:lc:cde7a2309f,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:3f1b7048bc,CN108396549A,758
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:a7af8f253e,case_01_pan_graphitization,case_01_pan_graphitization:lc:a7af8f253e,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:43b4e3d140,CN108456950A,760
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:d803dedaeb,case_01_pan_graphitization,case_01_pan_graphitization:lc:d803dedaeb,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:90f5823f62,CN108486691A,762
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:eaca1088f6,case_01_pan_graphitization,case_01_pan_graphitization:lc:eaca1088f6,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:6ff2dc6950,CN108560082A,764
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:3e3f52cd4b,case_01_pan_graphitization,case_01_pan_graphitization:lc:3e3f52cd4b,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:62770528fa,CN108611113A,765
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:bc2201a201,case_01_pan_graphitization,case_01_pan_graphitization:lc:bc2201a201,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:12265d1798,CN109004205A,771
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:9c923b950d,case_01_pan_graphitization,case_01_pan_graphitization:lc:9c923b950d,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:f8416a0a66,JP2018090921A,772
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:465599d95c,case_01_pan_graphitization,case_01_pan_graphitization:lc:465599d95c,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US10151051B2,775
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:2147c96b14,case_01_pan_graphitization,case_01_pan_graphitization:lc:2147c96b14,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US2018171511A1,776
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:34c580a82a,case_01_pan_graphitization,case_01_pan_graphitization:lc:34c580a82a,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US9938643B2,778
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:d0c4026271,case_01_pan_graphitization,case_01_pan_graphitization:lc:d0c4026271,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:61d8fea4df,CN102953152B,779
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:570019f451,case_01_pan_graphitization,case_01_pan_graphitization:lc:570019f451,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:aaf2429caf,CN106544758A,785
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:a38670184f,case_01_pan_graphitization,case_01_pan_graphitization:lc:a38670184f,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:8e55e5122c,CN106621565A,787
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:87c2ba7ec9,case_01_pan_graphitization,case_01_pan_graphitization:lc:87c2ba7ec9,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:ee9d02033b,CN106676676A,788
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:3128e5e2d6,case_01_pan_graphitization,case_01_pan_graphitization:lc:3128e5e2d6,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:80a861b2ad,CN106958053A,791
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:2b5af35536,case_01_pan_graphitization,case_01_pan_graphitization:lc:2b5af35536,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:76503f2df0,CN107287699A,794
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:3cb6d85645,case_01_pan_graphitization,case_01_pan_graphitization:lc:3cb6d85645,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:52e422f48b,CN107354538A,795
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:7b5119d106,case_01_pan_graphitization,case_01_pan_graphitization:lc:7b5119d106,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:bcccf1f98e,EP3204330A2,796
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:9cdb73a065,case_01_pan_graphitization,case_01_pan_graphitization:lc:9cdb73a065,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:8dda0258a6,EP3227479A1,797
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:ee5191cd0b,case_01_pan_graphitization,case_01_pan_graphitization:lc:ee5191cd0b,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US2017233900A1,799
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:44dc5201e8,case_01_pan_graphitization,case_01_pan_graphitization:lc:44dc5201e8,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:865ad626bc,US2017362742A1,800
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:83c7935405,case_01_pan_graphitization,case_01_pan_graphitization:lc:83c7935405,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US9677195B2,801
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:816ae18361,case_01_pan_graphitization,case_01_pan_graphitization:lc:816ae18361,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:eb2a886e51,CN104693348B,809
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:68f0e68732,case_01_pan_graphitization,case_01_pan_graphitization:lc:68f0e68732,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:27ec55c577,CN105568430A,811
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:ffa0048370,case_01_pan_graphitization,case_01_pan_graphitization:lc:ffa0048370,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:62add2d33a,CN105603584A,813
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:c6f108f8e3,case_01_pan_graphitization,case_01_pan_graphitization:lc:c6f108f8e3,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:882aafa20f,CN106012110A,816
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:f3e4aef5c0,case_01_pan_graphitization,case_01_pan_graphitization:lc:f3e4aef5c0,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:d85628487f,CN106222803A,818
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:9f1d90ecd1,case_01_pan_graphitization,case_01_pan_graphitization:lc:9f1d90ecd1,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:444a11750f,US2016186365A1,822
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:03cd156914,case_01_pan_graphitization,case_01_pan_graphitization:lc:03cd156914,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US2016244893A1,823
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:bdcf8ff67b,case_01_pan_graphitization,case_01_pan_graphitization:lc:bdcf8ff67b,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:865ad626bc,US2016263803A1,824
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:ec7a005c83,case_01_pan_graphitization,case_01_pan_graphitization:lc:ec7a005c83,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US9340905B2,825
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:94ba1ac3a1,case_01_pan_graphitization,case_01_pan_graphitization:lc:94ba1ac3a1,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:bcccf1f98e,WO2016060929A2,827
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:f19e6d308e,case_01_pan_graphitization,case_01_pan_graphitization:lc:f19e6d308e,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:bcccf1f98e,WO2016060929A3,828
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:2446a56be8,case_01_pan_graphitization,case_01_pan_graphitization:lc:2446a56be8,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:8dda0258a6,WO2016089645A1,829
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:6e6eb58fa1,case_01_pan_graphitization,case_01_pan_graphitization:lc:6e6eb58fa1,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:208b809208,CN104372445A,836
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:955ff5ae0b,case_01_pan_graphitization,case_01_pan_graphitization:lc:955ff5ae0b,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:93b113ca9a,CN104392847A,838
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:ab06336707,case_01_pan_graphitization,case_01_pan_graphitization:lc:ab06336707,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:82fb7f657f,CN104651980A,839
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:d873eb5cad,case_01_pan_graphitization,case_01_pan_graphitization:lc:d873eb5cad,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:5d65c29599,JP2015025221A,846
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:fdb206fa3e,case_01_pan_graphitization,case_01_pan_graphitization:lc:fdb206fa3e,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:5e5e5ab91e,JP2015183166A,849
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:bcac86f969,case_01_pan_graphitization,case_01_pan_graphitization:lc:bcac86f969,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US2015024200A1,852
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:1985dd0ccb,case_01_pan_graphitization,case_01_pan_graphitization:lc:1985dd0ccb,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:d02ee7779e,US2015094401A1,853
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:6258b8ef88,case_01_pan_graphitization,case_01_pan_graphitization:lc:6258b8ef88,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US2015315727A1,854
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:8c5edfbb6f,case_01_pan_graphitization,case_01_pan_graphitization:lc:8c5edfbb6f,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US9121112B2,855
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:6b6cd40862,case_01_pan_graphitization,case_01_pan_graphitization:lc:6b6cd40862,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:612d41e611,CN103606689A,861
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:c1b9e69f2f,case_01_pan_graphitization,case_01_pan_graphitization:lc:c1b9e69f2f,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:e548339a15,CN103710792A,862
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:7cd32c165a,case_01_pan_graphitization,case_01_pan_graphitization:lc:7cd32c165a,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:a97fbd0fa5,CN104047070A,865
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:61e6e45516,case_01_pan_graphitization,case_01_pan_graphitization:lc:61e6e45516,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:8878ff85d7,CN104047073A,867
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:15f92226e4,case_01_pan_graphitization,case_01_pan_graphitization:lc:15f92226e4,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:caea32bab7,CN104060348A,868
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:dc191e8d7a,case_01_pan_graphitization,case_01_pan_graphitization:lc:dc191e8d7a,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:342984f369,CN104231159A,870
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:995d612036,case_01_pan_graphitization,case_01_pan_graphitization:lc:995d612036,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:df7f8f099d,CN104233514A,871
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:27a8b9fa11,case_01_pan_graphitization,case_01_pan_graphitization:lc:27a8b9fa11,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US2014220339A1,878
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:41176a8ff9,case_01_pan_graphitization,case_01_pan_graphitization:lc:41176a8ff9,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US8734754B2,879
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:1a29d4f0b5,case_01_pan_graphitization,case_01_pan_graphitization:lc:1a29d4f0b5,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US8871172B2,880
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:d5892cc685,case_01_pan_graphitization,case_01_pan_graphitization:lc:d5892cc685,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:e405bce989,CN102912477A,884
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:57d9014a9e,case_01_pan_graphitization,case_01_pan_graphitization:lc:57d9014a9e,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:61d8fea4df,CN102953151A,885
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:c08a46aab9,case_01_pan_graphitization,case_01_pan_graphitization:lc:c08a46aab9,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:61d8fea4df,CN102953152A,886
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:1c58b28c03,case_01_pan_graphitization,case_01_pan_graphitization:lc:1c58b28c03,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:52e422f48b,CN102953153A,887
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:c7242a5d5c,case_01_pan_graphitization,case_01_pan_graphitization:lc:c7242a5d5c,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:5f36649733,CN102953154A,888
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:c77bd90ab4,case_01_pan_graphitization,case_01_pan_graphitization:lc:c77bd90ab4,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:61d8fea4df,CN102953155A,889
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:ff966e7afc,case_01_pan_graphitization,case_01_pan_graphitization:lc:ff966e7afc,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:def7500d74,CN102953157A,891
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:68db61241f,case_01_pan_graphitization,case_01_pan_graphitization:lc:68db61241f,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:c7ca7fd1ae,CN102953158A,892
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:771a8c96e6,case_01_pan_graphitization,case_01_pan_graphitization:lc:771a8c96e6,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:dd7aa1e4d6,CN103184589A,893
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:f523c66de7,case_01_pan_graphitization,case_01_pan_graphitization:lc:f523c66de7,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:3965570610,CN103215692A,894
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:47b9c8f989,case_01_pan_graphitization,case_01_pan_graphitization:lc:47b9c8f989,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:2e7e63b5be,JP2013256749A,895
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:5ab52a4dd3,case_01_pan_graphitization,case_01_pan_graphitization:lc:5ab52a4dd3,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US2013330551A1,896
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:59c63d398f,case_01_pan_graphitization,case_01_pan_graphitization:lc:59c63d398f,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:89a2e43499,US8591859B2,897
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:88a3f58ce4,case_01_pan_graphitization,case_01_pan_graphitization:lc:88a3f58ce4,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:041b308f92,CN102505403A,907
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:1b5dce16d3,case_01_pan_graphitization,case_01_pan_graphitization:lc:1b5dce16d3,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:e5321e9bb8,CN102534870A,908
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:47d05e8d9c,case_01_pan_graphitization,case_01_pan_graphitization:lc:47d05e8d9c,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:c681b91281,CN102560746A,909
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:f1d80e6b96,case_01_pan_graphitization,case_01_pan_graphitization:lc:f1d80e6b96,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:912ec0ca41,CN102691136A,910
case_01_pan_graphitization:dup:case_01_pan_graphitization:lc:219a0094f0,case_01_pan_graphitization,case_01_pan_graphitization:lc:219a0094f0,duplicate,info,duplicate_of=case_01_pan_graphitization:lc:e9aab2a612,CN102704027A,911
